ID,Name,Album,Release Date,Length (ms),Accousticness,Danceability,Energy,Instrumentalness,Valence,Liveliness,Loudness,Speechiness,Tempo,Time Signature,Popularity,Lyrics
7pgbQWiVuQnpso9RWvI0g1,Jaane Kyon Log Mohabbat Kiya Karte Hain,Classic Revival Ek Pyar Ka Naghma Hai,20-05-2000,315213,0.841,0.392,0.43,0.00928,0.345,0.276,-10.773,0.0417,137.053,4,28,"Is jamaane mein Is mohabbat ne Kitane dil tode kitane Ghar phuunke Jaane kyon log muhabbat Kiya karate hain Jaane kyon log muhabbat Kiya karate hain Dil ke badale dard-e-dil Liya karate hain Jaane kyon log muhabbat Kiya karate hain Tanhaai milati hai, Mahafil nahin milati Raahein muhabbat mein Kabhi manjil nahin milati Dil tut jaata hai, Naakaam hota hai Ulfat mein logon ka Yahi anjaam hota hai Koi kya jaane, Kyon ye paravaane, Kyon machalate hain, Gam mein jalate hain Aahein bhar bhar ke Divaane jiya karate hain Aahein bhar bhar ke Divaane jiya karate hain Jaane kyon log muhabbat Kiya karate hain Saavan mein aankhon ko, Kitana rulaati hai Furaqat mein jab dil ko Kisi ki yaad aati hai Ye jindagi yuun hi Barabaad hoti hai Har vaqt honthon pe Koi fariyaad hoti hai Na davaaon ka naam chalata hai Na duaaon se kaam chalata hai Jahar ye phir bhi sabhi Kyon piya karatein hain Jahar ye phir bhi sabhi Kyon piya karatein hain Jaane kyon log muhabbat Kiya karate hain Mahabuub se har gam Manasuub hota hai Din raat ulfat mein Tamaasha khuub hota hai Raaton se bhi lambe Ye pyaar ke kisse Aashiq sunaate hain Jafaa-e-yaar ke qisse Bemuravvat hai, bevafa hai vo, Us sitamagar ka apane dilabar kaa, Naam le le ke duhaai diya karate hain Naam le le ke duhaai diya karate hain Jaane kyon log muhabbat kiya karate hain"
50k7BnDImqG5FgZ7lDQqWj,Jadugar Saiyan Chhod Mori Baiyan,Nagin,01-01-1954,173360,0.982,0.64,0.424,0.731,0.789,0.108,-11.505,0.0414,119.317,4,32,Jaadugar saiya Chhodo mori baiya Ho gai aadhi raat Ab ghar jaane do Jaadugar saiya Chhodo mori baiya Ho gai aadhi raat Ab ghar jaane do Jaane de o rasiyaa Mere man basiyaa Jaane de o rasiyaa Mere man basiyaa Gaanv mera badi dur hai Teri nagariya ruk na sakun mai Pyaar mera majabur hai Teri nagariya ruk na sakun mai Pyaar mera majabur hai Zajir padi mere haath Ab ghar jaane do Jaadugar saiya Chhodo mori baiya Ho gai aadhi raat Ab ghar jaane do Jhuki jhuki ankhiyaan Dekhegi saari sakhiyaan Jhuki jhuki ankhiyaan Dekhegi saari sakhiyaan Degi taanaa tere naam kaa Aise me mat rok bedardi Le le vachan kal shaam kaa Aise me mat rok bedardi Le le vachan kal shaam kaa Kal hoge phir ham saath Ab ghar jaane do Jaadugar saiya Chhodo mori baiya Ho gai aadhi raat Ab ghar jaane do
6lpx13cVHkvEcjrXsI5fgh,Jadugar Tere Naina,Man Mandir,01-01-1971,339371,0.969,0.383,0.54,0.382,0.555,0.381,-6.897,0.0447,108.583,4,23,Jadugar tere naina Dil jayega bachke kahan hmm Jadugar tere naina Dil jayega bachke kahan Ruk jaau jhuk jaau Tera mukhada main dekhu jahan Jadugar mere saiyaan Tere jaisa koi hoga kahan Ruk jaau jhuk jaau Tera saaya bhi dekhu jahan Re jadugar Tere roop ka deewana mera dil hai Tere roop ka deewana mera dil hai Ab duniya se begana mera dil hai Tu hi tu hai dekhu jidhar Yahan waha idhar udhar Jadugar tere naina Dil jayega bachke kahan Ruk jaau jhuk jaau Tera mukhada main Dekhu jahan re jadugar Main to ho gayi Bavariya tere naam ki Main to ho gayi Bavariya tere naam ki Dhun laagi re Sanvariya tere naam ki Leke gayi mujhe teri lagan Kahan kahan kidhar kidhar Jadugar mere saiyan Tere jaisa koi hoga kahan Ruk jaau jhuk jaau Tera saaya bhi dekhu jahan Jadugar Tere pyar ka Sahara meri zindagi Tere pyar ka Sahara meri zindagi Teri aankh ka Ishara meri bandagi Waha waha mere pyar ka ghar Jahan jahan teri nazar Jadugar mere saiyaan Dil jayega bachke kahan Ruk jaau jhuk jaau Tera saaya bhi dekhu jahan Jadugar
6TioGFQLFzkAtr90Y0bZDY,"Janam Janam Ka Saath Hai - From ""Bheegi Palken""",Kabhie To Hasaye Kabhie To Rulaye,01-01-2013,217680,0.876,0.277,0.297,0.000621,0.227,0.128,-9.406,0.0545,75.541,3,22,Janam Janam Ka Saath Hai Tumhara Hamara Tumhara Hamara Janam Janam Ka Saath Hai Tumhara Hamara Tumhara Hamara Agar Na Milte Is Jivan Me Lete Janam Dubara Janam Janam Ka Saath Hai Tumhara Hamara Tumhara Hamara Agar Na Milte Is Jivan Me Lete Janam Dubara Janam Janam Ka Saath Hai Tumhara Hamara Tumhara Hamara Jabse Ghume Dharati Suraj Chaand Sitare Ho..jabse Ghume Dharati Suraj Chaand Sitare Tabse Meri Nigahe Samjhe Tere Ishare Rup Badal Kar Saajan Maine Phir Se Tumhe Pukara Janam Janam Ka Saath Hai Tumhara Hamara Tumhara Hamara Pyar Ke Pankh Lagake Dur Kahi Ud Jaye Ho.. Pyar Ke Pankh Lagake Dur Kahi Ud Jaye Jaha Hawaye Gam Ki Hum Tak Pahunch Na Paye Khushiyo Ki Khushboo Se Mahake Ghar Sansar Hamara Janam Janam Ka Saath Hai Tumhara Hamara Tumhara Hamara Agar Na Milte Is Jivan Me Lete Janam Dubara Janam Janam Ka Saath Hai Tumhara Hamara Tumhara Hamara Tumhara Hamara Tumhara Hamara
1cpaDNciPGlC39qPs4RkMU,Jane Na Nazar Pehchane Jigar,Aah,22-03-1953,219713,0.935,0.688,0.407,0.0124,0.846,0.163,-5.667,0.0388,128.88,4,47,Jaane Na Nazar Pehachaane Jigar Ye Kaun Jo Dil Par Chhaaya Mera Ang Ang Muskaaya Mera Ang Ang Muskaaya Jaane Na Nazar Pehachaane Jigar Ye Kaun Jo Dil Par Chhaaya Mera Ang Ang Muskaaya Mera Ang Ang Muskaaya Aawaaz Yeh Kiski Aati Hai Jo Chhed Ke Dil Ko Jaati Hai Aawaaz Yeh Kiski Aati Hai Jo Chhed Ke Dil Ko Jaati Hai Main Sun Ke Jise Sharma Jaau Hai Kaun Jo Mujh Mein Samaaya Mera Ang Ang Muskaya Mera Ang Ang Muskaya Jaane Na Nazar Pehachaane Jigar Ye Kaun Jo Dil Par Chhaaya Mujhe Roz Roz Tadapaaya Mujhe Roz Roz Tadapaaya Dhudenge Usse Hum Taaro Mein Saawan Ki Thandi Bahaaro Mein Dhudenge Usse Hum Taaro Mein Saawan Ki Thandi Bahaaro Mein Par Ham Bhi Kisi Se Kam Toh Nahi Kyon Rup Ko Apne Chhupaaya Mujhe Roz Roz Tadapaaya Mujhe Roz Roz Tadapaaya Jaane Na Nazar Pehachaane Jigar Ye Kaun Jo Dil Par Chhaaya Mera Ang Ang Muskaaya Mera Ang Ang Muskaaya Bin Dekhe Jisko Pyaar Karu Gar Dekhu Us Ko Jaan Bhi Doon Bin Dekhe Jisko Pyaar Karu Gar Dekhu Us Ko Jaan Bhi Doon Ek Baar Kaho O Jaadugar Yeh Kaun Sa Khel Rachaaya Meraa Ang Ang Muskaaya Meraa Ang Ang Muskaaya Jaane Na Nazar Pehachaane Jigar Ye Kaun Jo Dil Par Chhaaya Mera Ang Ang Muskaaya Mera Ang Ang Muskaaya
38ZaGHQMx5fH1XGhjj79K2,Jane Wafa Jane Jahan,Dil Tera Deewana,01-01-1962,432008,0.974,0.297,0.518,0.864,0.624,0.43,-11.221,0.0484,78.021,3,19,Jaane wafa jaane jahaan Jaane tamanna kahu Tu hi bata ai ajanabi Aakhir tujhe kya kahu haay Main pyaar ki nanhi kali Tum chaahe jo naam do Tum kaun ho kya naam hai Tum bhi zara kuchh kaho Mera naam pyaar hai Maine duniya ko di zindagi Mera naam pyaar hai Maine duniya ko di zindagi Jinewaale mere naam par Jinewaale mere naam par Rehate hai zinda marke bhi Main pyaar ki nanhi kali Tum chaahe jo naam do Tum kaun ho kya naam hai Tum bhi zara kuchh kaho Jaane wafa jaane jahaan Jaane tamanna kahu Tu hi bata ai ajanabi aakhir Tujhe kya kahu haay Mera naam husn hai meri Parchhaayi hai chaandani Mera naam husn hai meri Parchhaayi hai chaandani Uthati hai jo dil ke saaj se Uthati hai jo dil ke saaj se Main hoon woh pyaar ki raagini Jaane wafa jaane jahaan Jaane tamanna kahu Tu hi bata ai ajanabi aakhir Tujhe kya kahu haay Main pyaar ki nanhi kali Tum chaahe jo naam do Tum kaun ho kya naam hai Tum bhi zara kuchh kaho Hum jahaan bhi saath ho Hasti hai fasale gul bhi wahi Hum jahaan bhi saath ho Hasti hai fasale gul bhi wahi Tujhako sada meri justaju Tujhako sada meri justaju Par tere bin main kuchh nahi Jaane wafa jaane jahaan Jaane tamanna kahu Tu hi bata ai ajanabi aakhir Tujhe kya kahu haay Main pyaar ki nanhi kali Tum chaahe jo naam do Tum kaun ho kya naam hai Tum bhi zara kuchh kaho
3DaK9NznMax9b45HJQ7jVt,Je Hum Tum Chori Se,Dharti Kahe Pukar Ke,01-01-1969,326912,0.836,0.524,0.34,0,0.728,0.233,-7.016,0.0531,151.543,4,27,"Je ham tum chori se Bndhe ek dori se Jiyo kahaan e hujur Are i bandhan hai pyaar ka Kajaraawaali fir tu aise kaahe nihaare I chitawan ke gori maane to samajha ja re Matalabawa ek hai ek hai nainan pukaar ka Dekho baadar ae pawan ke pukaare Ulfat meri jiti anaadi piya haare Aega re maja, re maja, ab jit haar ka Ghunghat men se mukhada dikhe abhi adhura A biya men a ja milan to ho pura Ye milana to nahin kuchh ek baar ka"
7GUTUoxLRI03fjSNdNTpnv,Jhilmil Sitaron Ka Angan Hoga,Jeevan Mrityu,01-01-1970,328693,0.81,0.354,0.616,0.425,0.599,0.657,-11.288,0.0888,143.769,4,48,Jhilamil sitaaro kaa aangan hogaa Rimajhim barasataa saavan hogaa Jhilamil sitaaro kaa aangan hogaa Rimajhim barasataa saavan hogaa Aisaa sudar sapanaa apanaa jeevan hogaa Jhilamil sitaaro kaa aangan hogaa Rimajhim barasataa saavan hogaa Aisaa sudar sapanaa apanaa jeevan hogaa Jhilamil sitaaro kaa aangan hogaa Rimajhim barasataa saavan hogaa Prem ki gali mein Ek chhotaa saa ghar banaaege Prem ki gali mein ho ho ho Prem ki gali mein Ek chhotaa saa ghar banaaege Kaliyaan naa mile Naa sahi kaanto se sajaaege Bagiyaan se sundar vo ban hogaa Rimajhim barasataa saavan hogaa Jhilamil sitaaro kaa aangan hogaa Rimajhim barasataa saavan hogaa Teri aankho se saaraa sasaar main dekhungi Teri aankho se ho ho ho Teri aankho se saaraa sasaar main dekhungi Dekhungi is paar yaa us paar main dekhungi Naino ko teraa hi darshan hogaa Rimajhim barasataa saavan hogaa Jhilamil sitaaro kaa aangan hogaa Rimajhim barasataa saavan hogaa Phir to mast havaao ke ham jhoke ban jaaege Phir to mast havaao ke ho ho ho Phir to mast havaao ke ham jhoke ban jaaege Nainaa sundar sapano ke jharokhe ban jaaege Man aashaao kaa darpan hogaa Rimajhim barasataa saavan hogaa Aisaa sudar sapanaa apanaa jeevan hogaa Jhilamil sitaaro kaaa saavan hogaa Rimajhim sitaaro kaasaavan hogaa Rimajhim sitaaro kaasaavan hogaa Saavan hogaa Saavan hogaa
0YB4vPpjai1Dm6dGBW78TR,Jhoote Sang Pyar Kiya - Aakhari Dao / Soundtrack Version,Aakhari Dao,01-01-2006,336733,0.874,0.387,0.732,5.47E-06,0.671,0.308,-5.377,0.0787,144.475,4,24,"Bedardi dagabaj jhutha jhutha Jhuthe sang pyar kiya wade ka etbar kiya Jhuthe sang pyar kiya wade ka etbar kiya Ham hi nadan the jo itna intezar kiya Jhuthe sang pyar kiya wade ka etbar kiya Jhuthe sang pyar kiya Jhuthe sang pyar kiya wade ka etbar kiya Ja main nahi bolti aaj se teri meri katti Kab se khadi hu mai to aas lagaye Kab se khadi hu mai to aas lagaye Hare bhare rashto par aas lagaye Bada bekar kiya Jhuthe sang pyar kiya wade ka etbar kiya Jhuthe sang pyar kiya wade ka etbar kiya Tumse hi pyar kiya kisi se kya wasta Tumse hi pyar kiya kisi se kya wasta Mera tumhara dilbar ek hi rashta Tumko gum har kiya Jhuthe sang pyar kiya wade ka etbar kiya Jhuthe sang pyar kiya wade ka etbar kiya Nahi manugi badi jiddi hu Chahe hath jodo chahe paw pado Nahi manugi badi jiddi hu Chahe hath jodo chahe paw pado Tum bade waise ho apni kasam pathar ho Kali ghataye dekho parwat se pyar kare Kali ghataye dekho parwat se pyar kare Ye to sitam dekho hum intezar kiya Sab kuchh nisar kiya Jhuthe sang pyar kiya wade ka etbar kiya Jhuthe sang pyar kiya wade ka etbar kiya Tauba karo kan pakdo, Tauba karo kan pakdo Fir kabhi aisa na karoge Wada karoge to pura karoge Achha baba tum jo kahogi wo karunga Chalo maaf kiya dil saf kiya aaj ikrar kiya Jhuthe sang pyar kiya wade ka etbar kiya Jhuthe sang pyar kiya wade ka etbar kiya Ham hi nadan the jo itna intzar kiya Jhuthe sang pyar kiya wade ka etbar kiya"
4MbatWSKrUNttg8wnb1gnV,Jo Wada Kiya Woh Nibhana Padega - Happy,Taj Mahal,01-01-1963,195800,0.972,0.453,0.396,0.786,0.596,0.253,-11.499,0.045,158.131,4,42,"Jo vaada kiya woh nibhaana padega Roke jamaana chaahe roke khudaayee, tumako aana padega Tarasatee nigaaho ne aawaaj dee hai Mohabbat kee aaho ne aawaaj dee hai Jaane haya jaane ada chhodo tarsaana Tumako aana padega Yeh maana hame jaan se jaana padega Par yeh samajh lo tumane jab bhee pukaara Tumako aana padega... Ham apanee wafa pe na iljaam lenge Tumhe dil diya hai tumhe jaan bhee denge Jab ishk kaa sauda kiya, phir kya ghabraana Hamako aana padega... Chamakate hain jab tak yeh chaand aur tare Na tutenge abb keh do paiman hamaare Ek dusara jab de sada hoke dewaana Hamako aana padega"
46bHffIYlRKDZJG1Wbv8vi,Kabhi Kabhi Mere Dil Mein Duet,Kabhi Kabhie,27-01-1976,298579,0.979,0.502,0.315,5.70E-05,0.397,0.626,-10.438,0.0318,110.618,4,55,Kabhi Kabhi Mere Dil Mein Khayaal Aata Hai ---- Kabhi Kabhi Mere Dil Mein Khayaal Aata Hai Ki Jaise Tujhko Banaya Gaya Hai Mere Liye Ki Jaise Tujhko Banaya Gaya Hai Mere Liye Tu Abse Pehle Sitaaron Mein Bas Rahi Thi Kahin Tu Abse Pehle Sitaaron Mein Bas Rahi Thi Kahin Tujhe Zameen Pe Bulaya Gaya Hai Mere Liye Tujhe Zameen Pe Bulaya Gaya Hai Mere Liye ---- Kabhi Kabhi Mere Dil Mein Khayaal Aata Hai Ki Ye Badan Ye Nigaahein Meri Amaanat Hain Ki Ye Badan Ye Nigaahein Meri Amaanat Hain Ye Gesuon Ki Ghani Chhaon Hain Meri Khatir Ye Honth Aur Ye Baahein Meri Amaanat Hain Ye Honth Aur Ye Baahein Meri Amaanat Hain Kabhi Kabhi Mere Dil Mein Khayaal Aata Hai Ki Jaise Bajti Hain Shehnaaiyaan Si Raahon Mein Ki Jaise Bajti Hain Shehnaaiyaan Si Raahon Mein ---- Suhaag Raat Hain Ghoonghat Utha Raha Hoon Main ---- Suhaag Raat Hain Ghoonghat Utha Raha Hoon Main Simat Rahi Hai Tu Sharma Ke Apni Baahon Mein Simat Rahi Hai Tu Sharma Ke Apni Baahon Mein ---- Kabhi Kabhi Mere Dil Mein Khayaal Aata Hai Ki Jaise Tu Mujhe Chaahegi Umr Bhar Yoohin Uthegi Meri Taraf Pyaar Ki Nazar Yoohin ---- Main Jaanta Hoon Ki Tu Geir Hai Magar Yoohin Main Jaanta Hoon Ki Tu Geir Hai Magar Yoohin Kabhi Kabhi Mere Dil Mein Khayaal Aata Hai ---- Kabhi Kabhi Mere Dil Mein Khayaal Aata Hai
1iOzuFQ2yzncVwuHXFCOsu,Kahin Karti Hogi Woh Mera Intezar,Phir Kab Milogi,20-04-1974,383066,0.965,0.446,0.528,0.0013,0.425,0.131,-10.114,0.0495,115.25,4,39,"Kahin karti hogi, woh mera, intezar Jiski tamanna mein, phirta hoon bekaraar Door zulfon ki chhaaon se, Kehta hoon main havaon se Usi but ki adaaon ke, afsane hazaar Woh jo baahon mein machal jati, Hasrat hi nikal jati, Meri duniya badal jati, mil jata karaar Kahin karti hogi... Kahin baithi hogi raahon mein Gum apni hi baahon mein Liye khoyi si nigahon mein, khoya khoya sa pyaar Saya ruki hogi aanchal ki Chup hogi dhun payal ki Hogi palkon mein kajal ki, khoyi khoyi bahaar Kahin karti hogi... Armaan hai koi paas aaye, In hathon mein woh hath aaye, Phir khwaabon ki ghata chhaaye, barsaaye khumaar Unhin biti din raaton pe, Matavaali mulaqaaton pe, Ulfat bhari baaton pe, hum hote nisaar Kahin karti hogi, woh mera, intezar Jiski tamanna mein, phirta hoon bekarar"
7yJVavhTsIrjM1KleXlpHR,Karvaten Badalte Rahe,Aap Ki Kasam,17-04-1974,310813,0.882,0.255,0.397,5.80E-06,0.595,0.128,-12.411,0.0352,81.232,3,51,"Karvatein Badalte Rahe Sari Rat Ham Karvatein Badalte Rahe Sari Rat Ham, Aap Ki Kasam, Aap Ki Kasam Gham Na Karo Din Judaayi Ke Bahut Hain Kum, Aap Ki Kasam, Aap Ki Kasam Yad Tum Aate Rahe Ek Huk Si Uthti Rahi Nind Mujhse, Nind Se Main Bhaagati Chhupti Rahi Rat Bhar Bairan Nigodi Chandni Chubhti Rahi Aag Si Jalti Rahi Girti Rahi Shabnam, Aap Ki Kasam Jheel Si Aankho Mein Aashiq Dubke Kho Jayega Julf Ke Saye Mein Dil Arman Bhara So Jayega Tum Chale Jao Nahi To Kuchh Na Kuchh Ho Jayega Dagmaga Jayenge Aise Hal Mein Kadam, Aap Ki Kasam Ruth Jayen Ham To Tum Hamko Mana Lena Sanam Dur Hon To Pas Hamko Tum Bula Lena Sanam Kuchh Gila Ho To Gale Hamko Laga Lena Sanam Toot Na Jaye Kabhi Yeh Pyar Ki Kasam, Aap Ki Kasam"
3k3323reCuiNkcszxw1xIC,Kashmir Ki Kali Hoon Main,Junglee,01-01-1961,209149,0.854,0.415,0.825,0.00014,0.942,0.385,-6.311,0.16,170.026,4,37,Kashmir ki kali hoon mein Mujhse na rootho babuji Murjha gai too phir na milungi Kabhi nahi kabhi nahi kabhi nahi Are kashmir ki kali hoon mein Mujhse na rootho babuji Murjha gai too phir na khilungi Kabhi nahi kabhi nahi kabhi nahi Rangat meri baharo mein Dil ki aag chanaro mein Rangat meri baharo mein Dil ki aag chanaro mein Kuch to hum se baat karo In behki gulzaro mein Kuch to hum se baat karo In behki gulzaro mein Kashmir ki kali hoon mein Mujhse na rootho babuji Murjha gai too phir na khilungi Kabhi nahi kabhi nahi kabhi nahi Are kashmir ki kali hoon mein Mujhse na rootho babuji Murjha gai too phir na khilungi Kabhi nahi kabhi nahi kabhi nahi Pyar pe gussa karte ho Tera gussa hum ko pyaar hai Pyar pe gussa karte ho Tera gussa hum ko pyaar hai Yehi ada ko katil hai Jisne humko mara hai Yehi ada ko katil hai Jisne humko mara hai Kashmir ki kali hoon mein Mujhse na rootho babuji Murjha gai too phir na khilungi Kabhi nahi kabhi nahi kabhi nahi Are kashmir ki kali hoon mein Mujhse na rootho babuji Murjha gai too phir na khilungi Kabhi nahi kabhi nahi kabhi nahi
6RMoHQuWmOl4EDGKcDbOcN,"Kasme Vaade Nibhayenge Hum - Part 1, From ""Kasme Vaade""",Kabhie To Hasaye Kabhie To Rulaye,01-01-2013,284506,0.59,0.51,0.642,1.35E-05,0.64,0.339,-4.712,0.0325,134.537,4,38,"Kasme Vaade Nibhayenge Hum - Part I Song Kasme Vaade Nibhayenge Hum - Part I Lyrics blurImg Kasme Vaade Nibhayenge Hum - Part I Lyrics Icon - Amitabh Bachchan2015 Kishore Kumar, Lata Mangeshkar 4 min 45 sec Play Song Kasme Vaade Nibhayenge Hum - Part I Lyrics Kasme Vaade Nibhayenge Hum - Part I Lyrics Play Song Lyrics Kasme vaade nibhayenge hum Milte rahenge janam-janam O kasme vaade nibhayenge hum Milte rahenge janam-janam Ho dekha maine tujhko to mujhe aisa laga Barson ka soya hua pyar mera jagaa Tu hai diya, main hoon baati Aaja mere jeevan sathi Kasme vaade nibhayenge hum Milte rahenge janam-janam Chehron se hon anjaane hum Dil to dil ko pehchane Kabhi pyar nahin marta hai Pagal premi hi jaanein Aa jaati hai lab pe khud hi bhooli bisri baat Ho kasme vaade nibhayenge hum Milte rahenge janam-janam Tu hai mere jeene ka sahara Sadiyon purana hai sath hamara Tu hai diya, main hoon baati Aaja mere jeevan sathi Ho kasme vaade nibhayenge hum Milte rahenge janam-janam Jis dil mein pyar basa ho Woh dil Bhagwan ki moorat Yeh moorat kabhi na badle Badle insaan ki soorat Dil ke bandhan itne sachche jitne yeh din raat Kasme vaade nibhayenge hum Milte rahenge janam-janam Kasme vaade nibhayenge hum Milte rahenge janam-janam"
00Sh9dNsH8p16ykGD5LDfm,Kehdo Kehdo - Sachaa Jhutha / Soundtrack Version,Sachaa Jhutha,01-01-1970,289866,0.976,0.504,0.639,0.0218,0.758,0.448,-9.681,0.0858,92.522,4,29,"o o kah do kah do ha tum jo kah do pyar ki har tamanna javan kar le tamanna tamanna javan kar le o o kah do kah do ha tum jo kah do pyar ka ham tarannum javan kar le tarannum tarannum javan kar le o kah do kah do ha tum jo kah do tum toh ho shola badan, tum bhi kuchh kam nahi tum toh ho shola badan, tum bhi kuchh kam nahi tum ho gul mai chaman abb koyi gham nahi isase pahale ki bijali gire pyar par isase pahale ki bijali gire pyar par pyar ka ham mukaddar javan kar le mukaddar mukaddar javan kar le o kah do kah do ha tum jo kah do pas aaye ho kyon teri aavaj pe pas aaye ho kyon teri aavaj pe dil diya hamako kyun tere andaj pe yeh adaye yeh shoki shararat bhari pyar ki shararat ham javan kar le shararat shararat ham javan kar le o kah do kah do ha tum jo kah do kaun hain ham tere dil ke mehman ho kaun hain ham tere dil ke mehman ho nahi kabil tere phir bhi araman ho abb toh tere bina jina mushkil huwa pyar ka ham dastur javan kar le dastur dastur javan kar le o kah do kah do ha tum jo kah do pyar ki har tamanna javan kar le tamanna tamanna javan kar le o kah do kah do ha tum jo kah do"
1Jbp9Z7bLs5AcwMCgc1vep,Kisine Apana Bana Ke Mujhko,Patita (Original Motion Picture Soundtrack),01-12-1953,194933,0.907,0.646,0.359,0,0.798,0.088,-9.086,0.0314,114.949,4,12,"Kisine apana banaake mujhako muskuraana sikha diya Andhere ghar men kisine hnsake chiraag jaise jala diya Sharam ke maare main kuchh n boli, najr ne parda gira diya Magar wo sabakuchh samajh gaye hain, ke dil bhi maine gnwa diya N pyaar dekha, n pyaar jaana, suni thi lekin kahaaniyaan Jo khwaab raaton men bhi na aya, wo mujhako din men dikha diya Wo rng bharate hain zindagi men, badal raha hai mera jahaan Koi sitaaren luta raha tha, kisine daaman bichha diya"
0zjvxqzKEaGop3wDNScERn,Kiska Mahal Hai Kiska Yeh Ghar Hai,Prem Nagar,24-05-1974,215626,0.967,0.459,0.461,0.000496,0.692,0.118,-8.813,0.0513,144.422,3,25,Kiska mahal hai kiska ye ghar hai Lagata hai ye koi sapna o sajana Kiska mahal hai kiska ye ghar hai Premanagar hai ye apna o rachana Kiska mahal hai kiska ye ghar hai Lagata hai ye koi sapna o rachana Kiska mahal hai kiska ye ghar hai Premanagar hai ye apna Jaan-e-man jaan-e-jaan Main kahaan tum kahaan Jaan-e-man jaan-e-jaan Main kahaan tum kahaan Meri nazar hairaan hai Ye aapka ehsaan hai Maine maine banaaya tumne sajaaya Premanagar hai ye apna o sajana Kiska mahal hai kiska ye ghar hai Lagata hai ye koi sapna Kya kahu kya nahi Taaj sa hai ye haseen Kya kahu kya nahi Taaj sa hai ye haseen Taaj mahal to veeraan hai Is mahal mein to mehmaan hai Mujhako mujhako yaqeen hai Ye sach nahi hai lagta hai ye koi sapana O rachana Kiska mahal hai kiska ye ghar hai Lagata hai ye koi aapna Premanagar hai ye apna Premanagar hai ye apna
2wHN3kQyTa0OpBHqYUMOwM,Kitna Asan Hai Kehna Bhool Jao - Dostana / Soundtrack Version,The Legend Forever - Lata Mangeshkar - Vol.4,01-01-2012,241880,0.706,0.31,0.801,0.000115,0.624,0.37,-2.552,0.0685,150.783,4,20,"Kitna aasan hai kehna bhul jao, bhul jao Kitna mushkil hai par bhul jana Kitna aasan hai kehna bhul jao Kitna mushkil hai par bhul jana, ho naa jana naa jana Kitna aasan hai kehna bhul jao Kitna mushkil hai par bhul jana Bin soche bin samjhe log, majhee toh ban jate hain Unko yeh malum nahee, ke tufan bhee aate hain Kitna aasan hai majhee ban jana, kitna mushkil hai par lagana Kitna aasan hai kehna bhul jao, kitna mushkil hai par bhul jana Ha tumko hai dard bada, isee duniya kee rasmo kaa Ulfat me jo khayee thee, kya hoga uss kasmo kaa Kitna aasan hai vade todd dena, kitna mushkil hai vade nibhana Kitna aasan hai kehna bhul jao, kitna mushkil hai par bhul jana Ho naa jana naa jana Kitna aasan hai kehna bhul jao, bhul jao, bhul jao"
