ID,Name,Album,Release Date,Length (ms),Accousticness,Danceability,Energy,Instrumentalness,Valence,Liveliness,Loudness,Speechiness,Tempo,Time Signature,Popularity,Lyrics
76TtB4d9SIP5CfHb5wg4lu,Rang Rang Ke Phool Khile,Aan Milo Sajna,24-12-1970,390573,0.901,0.333,0.67,0.000609,0.725,0.117,-10.21,0.108,97.259,4,19,Rang rang ke phool khile Mohe bhaaye koyi rang naa Ho ab aan milo sajnaa Aan milo aan milo sajnaa Aan milo aan milo sajnaa Deepak sang patangaa naache Aha aha Deepak sang patangaa naache Koyi mere sang naa Ab aan milo sajnaa Aan milo aan milo sajnaa Sajnaa sajnaa sajnaa sajnaa Aan milo sajnaa Dhoondhte tohe taaro ki chhanv mein Kitne kaante chubhe mere paanv mein Toone soorat dikhaayi na zaalimaa Pardesi huaa rah ke gaanv mein O o oy shaabaa shaabaa Preet meet bin soonaa soonaa Laage moraa angnaa O ab aan milo sajnaa Aan milo aan milo sajnaa Aaa aaa aaa Aayi baaghon mein Phoolon ki saawaariyaa Mele ki ho gayin taiyyaariyaan Teraa meraa milan kab hogaa Mili preetam se sab panhaariyaan O o oy shaabaa shaabaa Door door rah ke jeene se Main aa jaaun tang naa O ab aan milo sajnaa Aan milo aan milo sajnaa Kaise poochhoon main Prem ki paheliyaan Sang hoti hain teri saheliyaan Ve channaa kis dam diyaa ye saheliyaan Meriyaa raataa ne giniyaan akeliyaan O o oy shaabaa shaabaa Raat raat bhar neend na aaye Khan-khan khanke kangnaa O ab aan milo sajanaa Aan milo aan milo sajnaa Aan milo sajnaa Aan milo sajnaa Aan milo sajnaa Aan milo sajnaa Aan milo sajnaa Aan milo sajnaa Aan milo sajnaa
29LmSX6RkwTUNMwL7PWrXw,Rasm-E-Ulfat Ko Nibhaye,Dil Ki Rahen,01-01-1973,303299,0.815,0.35,0.42,0.102,0.403,0.255,-9.882,0.0431,171.499,4,20,Rasm e ulfat ko nibhaye To nibhaye kaise Rasm e ulfat ko nibhaye To nibhaye kaise Har taraf aag hai daman Ko bachaye kaise Har taraf aag hai daman Ko bachaye kaise Rasm e ulfat ko nibhaye Dil ki raho mein uthate Hai jo duniya wale Dil ki raho mein uthate Hai jo duniya wale Koi kahe de ke woh Deewar giraye kaise Koi kahe de ke woh Deewar giraye kaise Rasm e ulfat ko nibhaye Dard mein dube huye Nagame hazaro hai magar Dard mein dube huye Nagame hazaro hai magar Saaz e dil tut gaya Ho to sunaye kaise Saaz e dil tut gaya Ho to sunaye kaise Rasm e ulfat ko nibhaye Bojh hota jo gamo ka To utha bhi lete Bojh hota jo gamo ka To utha bhi lete Zindagi bojh bani ho To uthaye kaise Zindagi bojh bani ho To uthaye kaise Rasm e ulfat ko nibhaye To nibhaye kaise Rasm e ulfat ko nibhaye
33ZR2UzxfTKbpEsiUebmu7,Rootho Na - Ahsaas / Soundtrack Version,The Legend Forever - Lata Mangeshkar - Vol.3,01-01-2012,277786,0.334,0.558,0.674,1.73E-05,0.834,0.181,-4.643,0.0328,88.194,4,21,"Rutho na, rutho na Gadi gadi yu tum choti choti Bato pe dil mera todo na Gadi gadi yu tum choti choti Bato pe dil mera todo na Rutho na, rutho na Gadi gadi yu tum choti choti Bato pe dil mera todo na Gadi gadi yu tum choti choti Bato pe dil mera todo na Arma to hai lakho Magar waqt hai kam Jo pal mile pyar Me use gujaro sanam Arma to hai lakho Magar waqt hai kam Jo pal mile pyar me Use gujaro sanam Aisa na sitam karo Pyar ko na kam karo Gussa chhodo na Aisa na sitam karo Pyar"
1L1yPuBSIY5kqYZtgA7tss,"Saagar Kinare - From ""Saagar""",Audiobiography,01-01-2013,257800,0.624,0.523,0.516,1.16E-05,0.51,0.232,-7.394,0.0297,118.717,4,43,"Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare Jaage Nazaare, Jaagi Hawaaein Jab Pyaar Jaaga Jaagi Fizaaein O, Pal Bhar Ko Dil Ki Duniya Soyi Nahin Hai Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare Laheron Pe Naache Kirnon Ki Pariya Main Koi Jaise Saagar Mein Nadiya O, Tu Hi Akeli To Khoyi Nahin Hai Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare"
3UDejihr1kjQzFIwQj7Iwx,Sab Kuchh Loota Ke- Pt. 1,Ek Saal,01-01-1957,235920,0.986,0.446,0.049,0.000205,0.432,0.0807,-13.313,0.0696,171.25,3,17,"Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare Jaage Nazaare, Jaagi Hawaaein Jab Pyaar Jaaga Jaagi Fizaaein O, Pal Bhar Ko Dil Ki Duniya Soyi Nahin Hai Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare Laheron Pe Naache Kirnon Ki Pariya Main Koi Jaise Saagar Mein Nadiya O, Tu Hi Akeli To Khoyi Nahin Hai Saagar Kinaare Dil Yeh Pukaare Tu Jo Nahin To Mera Koi Nahin Hai, Ho Saagar Kinaare"
2flgH9pEowTIC9QWiMxfQm,Salame-Ishq Meri Jaan,Muqaddar Ka Sikandar,27-10-1978,347196,0.832,0.544,0.71,1.21E-06,0.76,0.547,-7.14,0.11,99.638,4,48,"Ishq walon se na poochho Ki unki raat ka aalam Tanha kaise guzarta hai Juda ho hamsafar jiska Woh usko yaad karta hai Na ho jiska koi woh Milne ki fariyad karta hai Salam-e-ishq meri jaan zara kubool kar lo Salam-e-ishq meri jaan zara kubool kar lo Tum hamse pyaar karne ki zara si bhool kar lo Mera dil bechain hai Mera dil bechain hai hamsafar ke liye Mera dil bechain hai hamsafar ke liye Salam-e-ishq meri jaan zara kubool kar lo Tum hamse pyaar karne ki zara si bhool kar lo Mera dil bechain hai Mera dil bechain hai hamsafar ke liye Mera dil bechain hai hamsafar ke liye Salam-e-ishq meri jaan zara kubool kar lo Main sunaoon tumhein baat ik raat ki Main sunaoon tumhein baat ik raat ki Chaand bhi apni puri jawaani pe tha Dil mein toofan tha, ek armaan tha Dil ka toofan apni rawaani pe tha Ek baadal udhar se chala jhoom ke Ek baadal udhar se chala jhoom ke Dekhte dekhte chaand par chha gaya Chaand bhi kho gaya uski aaghosh mein Uff yeh kya ho gaya josh hi josh mein Mera dil dhadka Mera dil tadpa kisi ki nazar ke liye Mera dil tadpa kisi ki nazar ke liye Salam-e-ishq meri jaan zara kubool kar lo Iske aage ki ab daastaan mujhse sun Sun ke teri nazar dab-daba jaayegi Baat dil ki jo ab tak tere dil mein thi Mera daava hai hothon pe aa jaayegi Tu maseeha mohabbat ke maaron ka hai Maseeha, maseeha mohabbat ke maaron ka hai Tu maseeha mohabbat ke maaron ka hai Hum tera naam sun ke chale aaye hain Ab dawa de hamein ya tu de de zehar Teri mehfil mein yeh diljale aaye hain Ek ehsaan kar ehsaan kar Ek ehsaan kar apne mehmaan par Apne mehmaan par ek ehsaan kar De duayein, de duayein tujhe umra bhar ke liye De duayein tujhe umra bhar ke liye Salam-e-ishq meri jaan zara kubool kar lo Tum hamse pyaar karne ki zara si bhool kar lo Mera dil bechain hai hamsafar ke liye Mera dil bechain hai hamsafar ke liye Salam-e-ishq meri jaan zara kubool kar lo"
6hJjxAMfNu0CPnNjZF5mtW,Samandar Samandar - From 'Barood' Soundtrack,The Legend Forever - Lata Mangeshkar - Vol.5,01-01-2012,266546,0.65,0.447,0.53,4.08E-05,0.482,0.17,-8.97,0.0413,78.167,3,17,"Samundar samundar yaha se waha tak Ye mojo ki chadar bichhi aasma tak Mere meharba meri had hai kaha tak Yaha tak, yaha tak, yaha tak Samundar samundar yaha se waha tak Ye mojo ki chadar bichhi aasma tak Mere meharba meri had hai kaha tak Yaha tak to yaha tak achhchha yaha tak Mai karti hu wada uthati hu kasme Ye bulbul rahengi sada tere bas me Mai karti hu wada uthati hu kasme Ye bulbul rahengi sada tere bas me Mujhe kaid karte ho kyu is tapas me Mai udkar bhi jaungi aakhir kaha tak Ye mojo ki chadar bichhi aasma tak Mere meharba meri had hai kaha tak Yaha tak bolo yaha tak, yaha tak Mohabbat se ye kah rahi hai jawani Sitam ho chuke ab karo meharbani Mohabbat se ye kah rahi hai jawani Sitam ho chuke ab karo meharbani Hansi pyar ki koi chhedo kahani Chali aayi hai bat dil ki zuba tak Ye mojo ki chadar bichhi aasma tak Mere meharba meri had hai kaha tak Yaha tak, yaha tak, yaha tak Samundar samundar yaha se waha tak Ye mojo ki chadar bichhi aasma tak Mere meharba meri had hai kaha tak Achhchha yaha tak, yaha tak, yaha tak"
0UG3ry0reAOd6e3gJ6fZ6q,Sapnon Mein Agar Mere Tum Aao To,Dulhan Ek Raat Ki (Original Motion Picture Soundtrack),01-01-1966,200293,0.974,0.516,0.184,0.0103,0.616,0.0683,-13.931,0.042,124.804,3,12,Sapanon mein agar mere tum so to so jaaun tum so to so jaaun Sapanon mein agar mere Baahon ki mujhe maala pahanaao to so jaaun pahanaao to so jaaun Sapanon mein agar mere Sapanon mein kabhi saajan baithho mere paas a ke Jab sine pe sar rakh dun main pyaar men sharama ke Ik geet mohabbat ka tum gaao to so jaaun tum gaao to so jaaun Sapanon mein agar mere Biti huyi wo yaadein hansati hui ati hain Laharon ki tarah dil mein ati kabhi jaati hain Yaadon ki tarah tum bhi aa jaao to so jaaun aa jaao to so jaaun Sapanon mein agar mere tum gaao to so jaaun tum gaao to so jaaun Sapanon mein agar mere
5ebdGvBpzZl1PKiedwm6AP,Shokhiyon Mein Ghola Jaye,Prem Pujari (Original Motion Picture Soundtrack),01-12-1969,304813,0.987,0.482,0.38,0.00374,0.683,0.108,-11.786,0.0715,85.33,4,29,"Shokhiyon Mein Gholaa Jaaye, Phuulon Kaa Shabaab Usamein Phir Milaayii Jaaye, Tho.Dii Sii Sharaab Hogaa Yuu.N Nashaa Jo Taiyaar Haan... Hogaa Yu.N Nashaa Jo Taiyaar, Vo Pyaar Hai Shokhiyo.N Me.N Gholaa Jaaye, Phuulo.N Kaa Shabaab Usame.N Phir Milaayii Jaaye, Tho.Dii Sii Sharaab, Hogaa Yuu.N Nashaa Jo Taiyaar, Vo Pyaar Hai Shokhiyo.N Me.N Gholaa Jaaye, Phuulo.N Ka Shabaab He He He He He ... Ha.Nsataa Huaa Bachapan Vo, Bahakaa Huaa Mausam Hai Chhe.Do To Ik Sholaa Hai, Chhuulo To Bas Shabanam Hai Ha.Nsataa Huaa Bachapan Vo, Bahakaa Huaa Mausam Hai Chhe.Do To Ik Sholaa Hai, Chhuulo To Bas Shabanam Hai Gaao.N Me.N, Mele Me.N, Raah Me.N, Akele Me.N Aataa Jo Yaad Baar Baar Vo, Pyaar Hai Shokhiyo.N Me.N Gholaa Jaaye, Phuulo.N Ka Shabaab Usame.N Phir Milaayii Jaaye, Tho.Dii Sii Sharaab Are, Hogaa Yu.N Nashaa Jo Taiyaar, Vo Pyaar Hai Shokhiyo.N Me.N Gholaa Jaaye, Phuulo.N Kaa Shabaab O... Ra Ra Ra Ra... Ra.Ng Me.N Pighale Sonaa, A.Ng Se Yuu.N Ras Jhalake Jaise Baje Dhun Koii, Raat Me.N Halake Halake Ra.Ng Me.N Pighale Sonaa, A.Ng Se Yu.N Ras Jhalake Jaise Baje Dhuna Koii, Raat Me.N Halke Halke Dhuup Me.N, Chhaao.N Me.N, Jhuumatii Havaao.N Me.N Har Dam Kare Jo Intazaar Vo, Pyaar Hai Shokhiyo.N Me.N Gholaa Jaaye, Phulo.N Ka Shabab Usame.N Phir Milaayii Jaaye, Tho.Dii Sii Sharaab O... Hogaa Yu.N Nashaa Jo Taiyaar Vo Pyaar Yaad Agar Vo Aaye Ho ... Yaad Agar Vo Aaye, Kaise Kate Tanahai Suune Shahar Me.N Jaise, Bajane Lage Shahanai Yaad Agar Vo Aaye, Kaise Kate Tanahai Suune Shahar Me.N Jaise, Bajane Lage Shahanai Aanaa Ho, Jaanaa Ho, Kaisaa Bhii Zamaanaa Ho Utare Kabhii Naa Jo Khumaar Vo, Pyaar Hai Shokhiyon Mein Gholaa Jaaye, Phuulon Kaa Shabaab Usamen Phir Milaayii Jaaye, Tho.Dii Sii Sharaab Are, Hogaa Yuu.N Nashaa Jo Taiyaar Vo Pyaar Hai Shokhiyom Mein Gholaa Jaaye, Phuulon Kaa Shabaab"
4bINrP9FmyUjeVYkb4ZVhb,Sun Champa Sun Tara,Apna Desh,01-01-1972,333626,0.805,0.644,0.662,0.000889,0.839,0.339,-9.992,0.095,116.151,4,35,"Hurra ho mara Sun champa sun tara koyi jita koyi hara Are bada maja aaye hay suno meri bat Jhume nachen gayen chalo aaj sari rat Sun champa sun tara koyi jita koyi hara Are bada maja aaye hay suno meri bat Jhume nachen gayen chalo aaj sari rat Sun champa sun tara Sach ke gale me padi mala, jhutho kaa toh munh huwa kala Sach ke gale me padi mala, jhutho kaa toh munh huwa kala Kaise huwa aise huwa Kaise huwa aise huwa hairan hai jag sara Sun champa sun tara koyi jita koyi hara Are bada maja aaye hay suno meri bat Jhume nachen gayen chalo aaj sari rat Sun champa sun tara Banda hu mai toh sidha sadha, karta hu tumase mai yeh wada Banda hu mai toh sidha sadha, karta hu tumase mai yeh wada Aaj se hoga vah dukh mera dukha hai jo tumhara Sun champa sun tara koyi jita koyi hara Are bada maja aaye hay suno meri bat Jhume nachen gayen chalo aaj sari rat Sun champa sun tara Chham chham baji meri payal, dil dushmano ke huye ghayal Chham chham baji meri payal, dil dushmano ke huye ghayal Iss jiwan pe sabako haq hai apna hai yeh nara Sun champa sun tara koyi jita koyi hara Are bada maja aaye hay suno meri bat Jhume nachen gayen chalo aaj sari rat Sun champa sun tara"
24SjmxSt4YvMvkVmMHVVzv,Suno Kaho Suna,Aap Ki Kasam,17-04-1974,260466,0.675,0.427,0.519,1.92E-05,0.823,0.25,-8.79,0.0381,90.377,4,38,"Suno, Kaho, Kaha, Suna, Kuchh Huva Kya Abhi To Nahi Hmmm Kuchh Bhi Nahi Suno, Kaho, Kaha, Suna, Kuchh Huva Kya Abhi To Nahi Hmmm Kuchh Bhi Nahi Are Chali Hawa, Jhuki Ghata, Kuchh Huva Kya Hmmm Abhi To Nahi Kuchh Bhi Nahi Teri Kasam Yeh Dilkash Nazare Karte Hain Ishare Jo Samajhe Koi Mere Sanam Yeh Khamosh Aankhe Bhi Karti Hain Batein Jo Samjhe Koi Samjha Nahi Tum Samjha Do Are Suno, Kaho, Kaha, Suna, Kuchh Huva Kya Abhi To Nahi Kuchh Bhi Nahi Bas Jo Chale To Subah Se Lekar Rahu Sham Tak Main Tere Sang Mein Gar Ho Sake To Main Apne Dil Par Tera Nam Likh Doon Har Ek Rang Mein Baton Mein Na Uljhaao Suno, Kaho, Kaha, Suna, Kuchh Huva Kya Ooo Abhi To Nahi Hmmm Kuchh Bhi Nahi Achchha Kabhi Phir Bat Chhedenge Marzi Nahi Hai Tumhari Abhi Kuchh Ho Gaya To Badi Hogi Mushkil Ke Chhoti Umar Hai Hamari Abhi Main Kya Karoon Batla Do Suno, Han Kaho, Kaha, Han Suna, Kuchh Huva Kya Abhi To Nahi Kuchh Bhi Nahi Are Chali Hawa, Jhuki Ghata, Kuchh Huva Kya Zara Sa Kuchh Huwa To Hai Zara Sa Kuchh Huwa To Hai Zara Sa Kuchh Huwa To Hai Zara Sa Kuchh Huwa To Hai"
0DvUGOhswbzz6fkbPwKFSJ,Tadap Yeh Dih Raat Ki Revival Film - Amrapali,Revival Vol.10 Betaab Dil Ki Tamanna,20-05-2000,250933,0.836,0.529,0.48,0.000797,0.536,0.106,-11.151,0.033,107.6,4,18,Tadap yeh din raat ki Kasak yeh bin baat ki Bhala yeh rog hai kaisa Sajan abb toh bata de Abb toh bata de bata de Tadap yeh din raat ki Kasak yeh bin baat ki Bhala yeh rog hai kaisa Sajan abb toh bata de Abb toh bata de bata De tadap yeh din raat ki Bina kaaran udaasi kyun Achaanak ghirke aati hai Thaka jaati hai kyun mujhako Badan kyun tod jaati hai Badan kyun tod jaati hai Tadap yeh din raat ki Kasak yeh bin baat ki Bhala yeh rog hai kaisa Sajan abb toh bata de Abb toh bata de bata de Tadap yeh din raat ki Hai aakhir kaun se bandhan Jo mujhase khul nahi paate Yeh baadal bebasi ke kyun Baras kar dhul nahi jaate Baras kar dhul nahi jaate Tadap yeh din raat ki Kasak yeh bin baat ki Bhala yeh rog hai kaisa Sajan abb toh bata de Abb toh bata de bata de Tadap yeh din raat ki Kasak yeh bin baat ki Bhala yeh rog hai kaisa Sajan abb toh bata de Abb toh bata de bata de Tadap yeh din raat ki
6VZNYQwZjC5PFdCyHMtyym,Tadap Yeh Din Raat Ki,Amrapali,01-01-1966,263466,0.925,0.565,0.475,0.000388,0.648,0.381,-11.112,0.0582,107.028,4,23,"Tadp ye din raat ki, kasak ye bin baat ki Bhala ye rog hai kaisa, sajan ab to bata de, ab to bata de Bina kaaran udaasi kyon achaanak ghirake ati hai Thaka jaati hai kyon mujhako badan kyon tod jaati hai Hain akhir kaun se bndhan jo mujhase khul nahin paate Ye baadal bebasi ke kyon baras kar dhul nahin jaate"
0Sm3rEToKnYX3vIjDzrQmn,Tera Mera Pyar Amar - Lata Mangeshkar,Asli Naqli,01-01-1962,190960,0.951,0.284,0.369,0.000837,0.711,0.194,-15.825,0.0393,147.85,3,44,"Tera mera pyar amar Phir kyon mujhko lagta hai dar Mere jeevan sathi bata Kyon dil dhadke reh reh kar Kya kaha hai chaand ne Jisko sun ke chandni Har lehar pe jhoom ke Kyon ye nachne lagi Chahat ka hai har su asar Phir kyun mujhko lagta hai dar Tera mera pyar amar Phir kyon mujhko lagta hai dar Keh raha hai mera dil Ab yeh raat na dhale Khushiyon ka ye silsila Aise hi chala chale Tujhko dekhoon, dekhoon jidhar Phir kyun mujhko lagta hai dar Tera mera pyar amar Phir kyon mujhko lagta hai dar Hai shabab par umang Har khushi jawaan hai Mere dono baahon mein Jaise aasman hai Chalti hoon main taaron par Phir kyun mujhko lagta hai dar Tera mera pyar amar Phir kyon mujhko lagta hai dar"
57l24qsMzRsvecxRM0tfC6,Tere Bina Zindagi Se,Aandhi,31-12-1975,354013,0.93,0.372,0.419,1.01E-06,0.456,0.121,-9.876,0.0295,92.381,4,48,"Tere bina zindagi se koi shikwa to nahin Shikwa nahin, shikwa to nahin, shikwa to nahin Tere bina zindagi bhi lekin zindagi to nahin Zindagi nahin, zindagi nahin, zindagi nahin Tere bina zindagi se koi shikwa to nahin Kaash aisa ho tere kadmon se chun ke manzil chale Aur kahin door kahin Kaash aisa ho tere kadmon se chun ke manzil chale Aur kahin door kahin Tum gar saath ho, manzilon ki kami to nahin Tere bina zindagi se koi shikwa to nahin Shikwa nahin, shikwa to nahin, shikwa to nahin Jee mein aata hai tere daaman mein Sar chhupa ke hum rote rahein, rote rahein Jee mein aata hai tere daaman mein Sar chhupa ke hum rote rahein, rote rahein Teri bhi aankhon mein aansuon ki nami to nahin Tere bina zindagi se koi shikwa to nahin Shikwa nahin, shikwa to nahin, shikwa to nahin Tere bina zindagi bhi lekin zindagi to nahin Zindagi nahin, zindagi nahin, zindagi nahin Tum jo keh do to aaj ki raat chaand doobega nahin Raat ko rok lo Tum jo keh do to aaj ki raat chaand doobega nahin Raat ko rok lo Raat ki baat hai aur zindagi baaki to nahin Tere bina zindagi se koi shikwa to nahin Shikwa nahin, shikwa to nahin, shikwa to nahin Tere bina zindagi bhi lekin zindagi to nahin Zindagi nahin, zindagi nahin, zindagi nahin Tere bina zindagi se shikwa to nahin"
3z7jy3126KF930xKvLCD94,Tere Chehre Se Nazar Nahin,Kabhi Kabhie,27-01-1976,302400,0.834,0.491,0.561,0,0.668,0.244,-8.738,0.0353,93.169,4,54,Tere Chehre Se Nazar Nahin Hat ti Nazaare Hum Kya Dekhen Tujhe Milke Bhi Pyaas Nahin Ghat Ti Nazaare Hum Kya Dekhen Pighle Badan Teri Tapti Nigaahon Se Sholon Ki Aanch Aaye Barfili Raahon Se Lage Kadmonse Aag Lipat Ti Nazaare Hum Kya Dekhen... Rangon Ki Barkha Hai Khushboo Ka Saath Hai Kisko Pataa Hai Ab Din Hai Ke Raat Hai Lage Duniya Hi Aaj Simat Ti Nazaare Hum Kya Dekhen... Palkon Pe Failaa Teri Palkon Ka Saaya Hai Chehre Mein Tere Mera Chehra Chhupaya Hai Tere Jalwon Ki Dhunnd Nahin Chhat Ti Nazaare Hum Kya Dekhen... Tujhe Milke Bhi Pyaas Nahin Ghat Ti Nazaare Hum Kya Dekhen Tere Chehre Se Nazar Nahin Hat ti Nazaare Hum Kya Dekhen
6KMQXyEeV2GCdFkRFbndw0,Tere Husn Ki Kya Tarif Karun,Leader,01-01-1964,280040,0.983,0.529,0.434,0.0792,0.651,0.166,-9.398,0.0535,118.331,4,26,Tere husn ki kya taarif karun Kuchh kahate hue bhi darata hun Kahin bhul se tu na samajh baithhe Ki main tujhase mohabbat karata hun Mere dil men kasak-si hoti hai Teri raah se jab main gujarati hun Is baat se ye na samajh lena Ki main tujh se mohabbat karati hun Teri baat men giton ki saragam Teri chaal men paayal ki chhamachham Koi dekh le tujh ko ek najr Mar jaaye teri ankhon ki kasam Main bhi hun ajab ek diwaana Marata hun na ahen bharata hun Kahin bhul se tu na samajh baithhe Ki main tujh se mohabbat karata hun Mere saamane jab tu ata hai Ji dhak se mera ho jaata hai Leti hai tamanna angadaai Dil jaane kahaan kho jaata hai Mahasus ye hota hai mujhako Jaise main tera dam bharati hun Is baat se ye na samajh lena Ki main tujh se mohabbat karati hun
4z4i6sZhN10UIty1ayDKbr,Tere Kaaran Mere Saajan,Aan Milo Sajna,24-12-1970,304853,0.727,0.425,0.579,0,0.816,0.231,-8.743,0.0593,154.79,4,28,Tere kaaran tere kaaran Tere kaaran mere saajan Jaag ke fir so gayi Sapanon men kho gayi Ag lage saari duniya ko Main teri ho gayi re baalama Tere kaaran tere kaaran Tere kaaran mere saajan Aaja Pritam kitana hi bulaaye na jaanun laaj ne roka Par adhi raat men uthhake chupake milate hi mauka Ye gayi wo gayi Sapanon men kho gayi Ag lage saari duniya ko Main teri ho gayi re balamaji Nikali ye soch ke ghar se sainya se mil aungi Pal do pal thhahar ke jaldi main waapas a jaaungi Piya milan ko gayi To sapanon men kho gi Ag lage saari duniya ko Main teri ho gi re baalama Rng laaya chori chori ye milana tera mera Raaton ka pata chala na baaton mn hua sawera Haay nind meri to gi Sapanon men kho gi Ag lage saari duniya ko Main teri ho gi re balamaji
5KOagszowktMwmZSLwFzas,"Tere Mere Yaranay - From ""Nagin""",Magical Moments,07-10-2014,379766,0.756,0.345,0.818,1.06E-05,0.71,0.358,-4.661,0.0994,148.956,3,22,"Hafte Mahine Barso Nahi Sadiyo Se Hai Ye Puraane Tere Mere Yarane Ho, Tere Mere Yarane Ho Ho Ho Ho Galiya Nagar Gaaw Basti Nahi, Saari Duniya Hi Ye Jane Tere Mere Yarane Ho, Tere Mere Yarane Ho Ho Ho Ho Hafte Mahine Barso Nahi Sadiyo Se Hai Ye Puraane Tere Mere Yarane Ho, Tere Mere Yarane Ho Ho Ho Ho Naino Ke Kajal Se Paav Ki Payal Se Julfo Ke Aanchal Se Puchho Naino Ke Kajal Se Paav Ki Payal Se Julfo Ke Aanchal Se Puchho Apni Adao Se In Gori Baho Se Tirchhi Nigaho Se Puchho, Kya Mujhe Har Janam Me Mila Sath Tera Bite Hai Kitne Jamane Tere Mere Yarane Ho, Tere Mere Yarane Ho Ho Ho Ho Galiya Nagar Gaav Basti Nahi, Sari Duniya Hi Ye Jane Tere Mere Yarane Ho, Tere Mere Yarane Ho Kali Ghatao Ne Udati Fijao Ne Mehaki Hawao Ne Dekha Kali Ghatao Ne Udati Fijao Ne Mehaki Hawao Ne Dekha Chanda Ke Ghero Ne Gehare Andhero Ne Chadate Savero Ne Dekha, Kya Sabne Hai Jana Pehchana Ye Mana Tu Mane Ya Na Mane Tere Mere Yarane Ho, Tere Mere Yarane Ho Ho Ho Ho Hafte Mahine Barso Nahi Sadiyo Se Hai Ye Purane Tere Mere Yarane Ho, Tere Mere Yarane Ho Ho Ho Ho Aankho Me Sapne Lage Hai Tadapane Khayalo Me Tasvir Teri Aankho Me Sapne Lage Hai Tadapane Khayalo Me Tasvir Teri Khud Ko Bhula Ke Tere Pas Aake Kahti Hai Takdir Meri Meri Mohabbat Aur Teri Vafa Ke Bante Rahenge Fasane Tere Mere Yarane Ho, Tere Mere Yarane Ho Ho Ho Ho Hafte Mahine Baraso Nahi Sadiyo Se Hai Ye Puraane Tere Mere Yarane Ho, Tere Mere Yarane Ho Tere Mere Yarane Ho, Tere Mere Yarane Ho Tere Mere Yarane Ho"
3pA83f6IQZEIIM9XAkoI1l,Thodi Si Zamin Thoda Aasman,Sitara,13-06-1980,333840,0.975,0.602,0.275,0.756,0.574,0.118,-16.743,0.0403,109.594,4,31,thodi si jami thoda aasma tinko ka bas ek aashiya thodi si jami manga hai jo tumse wo jyada to nahi hai dene ko ja dede wada to nahi hai koi tere wado pe koi tere wado pe jita hai kaha tinko ka bas ek aashiya thodi si jami mere ghar ke aangan me chota sa jhula ho saundhi saundhi mitti hogi leepa hua chulha ho mere ghar ke aangan me chota sa jhula ho saundhi saundhi mitti hogi leepa hua chulha ho thodi thodi aag hogi thodi thodi aag hogi thoda sa dhua tinko ka bas ek aashiya thodi si jami rat kat jayegi to kaise din bitayenge bajre ke kheto ke kauwe udayenge ho bajre ke sikko jaise ho bajre ke sikko jaise bete ho jawa tinko ka bas ek aashiya thodi si jami thoda aasma tinko ka bas ek aashiya thodi si jami
2sQnWZ4J84PE55tS0AdRRs,Tujhse Naraz Nahin Zindagi Commentary - Gulzar,The Best Of Gulzar Ever Vol 3,02-01-2015,236933,0.906,0.654,0.287,0.00842,0.767,0.113,-8.943,0.0375,99.125,4,36,Tujhse naaraz nahiin zindagi Hairaan hoon main O hairaan huun main Tere masum sawaalon se Pareshaan hoon main O pareshaan hoon main Tujhse naaraz nahiin zindagi Hairaan hoon main O hairaan huun main Tere masum sawaalon se pareshaan hoon main O pareshaan hoon main Jeene ke liye sochaa hi nahi Dard sambhaalane honge Jeene ke liye sochaa hi nahi Dard sambhalane honge Muskuraaye to muskuraane ke Karz utarne honge Ho muskurauun kabhii to lagataa hai Jaise honthon pe karz rakha hai Tujhse naaraaz nahiin zindagi Hairaan hoon main O hairaan huun main Zindagi tere gam ne hamein Rishte naye samajhaye Zindagi tere gam ne hamein Rishte naye samajhaaye Mile jo hamein dhoop mein mile Chaanv ke thande saaye Ho tujhse naaraaz nahin zindagi Hairaan hoon main O hairaan huun main Aaj agar bhar aai hain Boondein baras jaayengi Aaj agar bhar aai hain Boondein baras jaayengi Kal kyaa pataa inke liye Aankhein taras jaayengi Ho jaane kab gum hoya kaha khoyaa Ek ansuun chhupaake rakhaa thaa Ho tujhse naaraaz nahin zindagi Hairaan hoon main O hairaan huun main Tere masum sawaalon se Pareshaan hoon main O pareshaan hoon main O pareshaan hoon main O pareshaan hoon main
